,bins,freq
68,-0.05318864774624374,2.8927766292348494e+26
69,-0.05308848080133556,2.8769369697215416e+26
70,-0.052988313856427376,2.869330796588914e+26
71,-0.0528881469115192,2.871683221269108e+26
72,-0.05278797996661102,2.863136078264402e+26
73,-0.052687813021702834,2.9010885297715356e+26
74,-0.052587646076794656,2.8321624866418447e+26
75,-0.05248747913188648,2.869879695680959e+26
76,-0.0523873121869783,2.864939603852551e+26
77,-0.052287145242070114,2.8523933388915152e+26
78,-0.052186978297161936,2.8316135875497994e+26
79,-0.05208681135225375,2.8426699835467122e+26
80,-0.05198664440734557,2.8520012681114825e+26
81,-0.051886477462437394,2.8220470605170098e+26
82,-0.051786310517529216,2.8503545708353468e+26
83,-0.05168614357262103,2.8286338496215534e+26
84,-0.05158597662771285,2.818518423496718e+26
85,-0.051485809682804674,2.820949262332919e+26
86,-0.05138564273789649,2.8091871389319476e+26
87,-0.05128547579298831,2.82871226377756e+26
88,-0.05118530884808013,2.8134215033562977e+26
89,-0.051085141903171954,2.791230297206465e+26
90,-0.05098497495826377,2.8156170997244787e+26
91,-0.05088480801335559,2.8063642293157145e+26
92,-0.05078464106844741,2.784016194853869e+26
93,-0.05068447412353923,2.7680981211845552e+26
94,-0.05058430717863105,2.7964056315028925e+26
95,-0.05048414023372287,2.833887598073987e+26
96,-0.05038397328881469,2.7455148442546904e+26
97,-0.05028380634390651,2.7723324856089046e+26
98,-0.05018363939899833,2.770372131708743e+26
99,-0.050083472454090144,2.794837348382763e+26
100,-0.049983305509181966,2.739476954242192e+26
101,-0.04988313856427379,2.7791545171814677e+26
102,-0.04978297161936561,2.7447307026946258e+26
103,-0.04968280467445743,2.7347721048818035e+26
104,-0.049582637729549246,2.767078737156471e+26
105,-0.04948247078464107,2.7386928126821274e+26
106,-0.04938230383973288,2.7239509513529097e+26
107,-0.049282136894824705,2.761824988704037e+26
108,-0.049181969949916526,2.7379086711220624e+26
109,-0.04908180300500835,2.7146196667881394e+26
110,-0.04898163606010016,2.7055236246913885e+26
111,-0.048881469115191985,2.7375950144980365e+26
112,-0.048781302170283806,2.72128487004869e+26
113,-0.04868113522537562,2.7137571110720687e+26
114,-0.04858096828046744,2.696192340126618e+26
115,-0.048480801335559265,2.7053667963793756e+26
116,-0.04838063439065109,2.7016029168910646e+26
117,-0.0482804674457429,2.7202654860206055e+26
118,-0.04818030050083472,2.671099810204546e+26
119,-0.048080133555926545,2.683567661009576e+26
120,-0.04797996661101836,2.6964275825946373e+26
121,-0.04787979966611018,2.674550033068831e+26
122,-0.047779632721202,2.6837244893215888e+26
123,-0.047679465776293825,2.6752557604728893e+26
124,-0.04757929883138564,2.641694501702118e+26
125,-0.04747913188647746,2.7079544635275893e+26
126,-0.047378964941569277,2.632049560513322e+26
127,-0.0472787979966611,2.6589456160235426e+26
128,-0.04717863105175292,2.6579262319954586e+26
129,-0.04707846410684474,2.6526724835430245e+26
130,-0.046978297161936564,2.6465561793745196e+26
131,-0.04687813021702838,2.6138574763198196e+26
132,-0.0467779632721202,2.6402830468940018e+26
133,-0.046677796327212015,2.630246034925173e+26
134,-0.04657762938230384,2.657063676279387e+26
135,-0.04647746243739566,2.6019385246068356e+26
136,-0.04637729549248748,2.6045261917550493e+26
137,-0.046277128547579295,2.608054828775341e+26
138,-0.04617696160267112,2.6401262185819885e+26
139,-0.04607679465776294,2.5910389569219354e+26
140,-0.045976627712854753,2.5740230850685306e+26
141,-0.045876460767946575,2.6235808316646225e+26
142,-0.0457762938230384,2.5948028364102467e+26
143,-0.04567612687813022,2.5880592189936898e+26
144,-0.045575959933222034,2.555517344251003e+26
145,-0.045475792988313855,2.610720910079561e+26
146,-0.04537562604340568,2.579355247676971e+26
147,-0.04527545909849749,2.5633587598516505e+26
148,-0.045175292153589314,2.5690829932401227e+26
149,-0.045075125208681135,2.533326138101171e+26
150,-0.04497495826377296,2.5921367551060262e+26
151,-0.04487479131886477,2.5636724164756763e+26
152,-0.044774624373956594,2.517878549367895e+26
153,-0.04467445742904841,2.5382662299295785e+26
154,-0.04457429048414023,2.544147291630064e+26
155,-0.04447412353923205,2.5677499525880128e+26
156,-0.044373956594323874,2.5187411050839665e+26
157,-0.044273789649415696,2.5126248009154616e+26
158,-0.04417362270450751,2.5262688640605877e+26
159,-0.04407345575959933,2.523053883664322e+26
160,-0.04397328881469115,2.505410698562866e+26
161,-0.04387312186978297,2.5131737000075065e+26
162,-0.04377295492487479,2.5004706067344576e+26
163,-0.04367278797996661,2.5040776579107556e+26
164,-0.043572621035058434,2.495844171530076e+26
165,-0.04347245409015025,2.4836899773490722e+26
166,-0.043372287145242064,2.4818864517609235e+26
167,-0.043272120200333886,2.5143499123476038e+26
168,-0.04317195325542571,2.4470705664940486e+26
169,-0.04307178631051753,2.480867067732839e+26
170,-0.04297161936560935,2.452245900790476e+26
171,-0.042871452420701166,2.4795340270807293e+26
172,-0.04277128547579299,2.4518538300104436e+26
173,-0.0426711185308848,2.429741038016618e+26
174,-0.042570951585976624,2.4718494397920947e+26
175,-0.042470784641068446,2.4306035937326887e+26
176,-0.04237061769616027,2.4412679189495696e+26
177,-0.04227045075125209,2.448089950522133e+26
178,-0.042170283806343904,2.422840592288048e+26
179,-0.042070116861435726,2.423311077224087e+26
180,-0.04196994991652754,2.420488167607854e+26
181,-0.04186978297161936,2.3953172235297754e+26
182,-0.041769616026711184,2.4218996224159702e+26
183,-0.041669449081803006,2.415548075779446e+26
184,-0.04156928213689483,2.3906123741693872e+26
185,-0.04146911519198664,2.3894361618292902e+26
186,-0.041368948247078464,2.384496070000882e+26
187,-0.04126878130217028,2.423389491380093e+26
188,-0.0411686143572621,2.3526599226622534e+26
189,-0.04106844741235392,2.378928664924422e+26
190,-0.040968280467445745,2.3546202765624153e+26
191,-0.040868113522537566,2.3929647988495815e+26
192,-0.04076794657762938,2.3427797390054375e+26
193,-0.040667779632721196,2.353444064222318e+26
194,-0.04056761268781302,2.344348022125567e+26
195,-0.04046744574290484,2.3441127796575478e+26
196,-0.04036727879799666,2.354385034094396e+26
197,-0.04026711185308848,2.30380790347022e+26
198,-0.0401669449081803,2.343799123033522e+26
199,-0.04006677796327212,2.3399568293892045e+26
200,-0.039966611018363934,2.3132176021909968e+26
201,-0.039866444073455756,2.284831677716653e+26
202,-0.03976627712854758,2.30380790347022e+26
203,-0.0396661101836394,2.3376828188650167e+26
204,-0.03956594323873122,2.27377528171974e+26
205,-0.039465776293823036,2.271971756131591e+26
206,-0.03936560934891486,2.3098457934827185e+26
207,-0.03926544240400667,2.2794211009522062e+26
208,-0.039165275459098495,2.267423735083216e+26
209,-0.039065108514190316,2.2574651372703935e+26
210,-0.03896494156928214,2.274245766655779e+26
211,-0.03886477462437396,2.2483690951736426e+26
212,-0.038764607679465775,2.2426448617851697e+26
213,-0.0386644407345576,2.2377831841127683e+26
214,-0.03856427378964941,2.2680510483312672e+26
215,-0.03846410684474123,2.219983170699299e+26
216,-0.038363939899833055,2.2078289765182952e+26
217,-0.03826377295492488,2.222492423691506e+26
218,-0.0381636060100167,2.2311963950082246e+26
219,-0.03806343906510851,2.2030457130019e+26
220,-0.03796327212020033,2.189793720636806e+26
221,-0.03786310517529215,2.1989681768895637e+26
222,-0.03776293823038397,2.2073584915822564e+26
223,-0.03766277128547579,2.1718368789113233e+26
224,-0.037562604340567615,2.1653285039627858e+26
225,-0.03746243739565943,2.17724745567577e+26
226,-0.03736227045075125,2.1747382026835625e+26
227,-0.03726210350584307,2.1374914785804872e+26
228,-0.03716193656093489,2.145019237557109e+26
229,-0.03706176961602671,2.1429804695009407e+26
230,-0.03696160267111853,2.1363152662403902e+26
231,-0.036861435726210354,2.1280817798597105e+26
232,-0.03676126878130217,2.1062042303339042e+26
233,-0.03666110183639399,2.1367073370204226e+26
234,-0.036560934891485805,2.1004799969454316e+26
235,-0.03646076794657763,2.0929522379688097e+26
236,-0.03636060100166945,2.078602447419625e+26
237,-0.03626043405676127,2.086208620552253e+26
238,-0.03616026711185309,2.062370717126285e+26
239,-0.03606010016694491,2.063233272842356e+26
240,-0.03595993322203673,2.055313443085702e+26
241,-0.035859766277128544,2.0502949371012877e+26
242,-0.035759599332220365,2.013126627154219e+26
243,-0.03565943238731219,2.0406499959124916e+26
244,-0.03555926544240401,2.014459667806329e+26
245,-0.03545909849749583,1.99085700684838e+26
246,-0.035358931552587645,1.989602380352277e+26
247,-0.03525876460767946,1.97595831720715e+26
248,-0.03515859766277128,1.960589142629881e+26
249,-0.035058430717863104,1.9123644366858994e+26
250,-0.034958263772954926,1.8894675031320087e+26
251,-0.03485809682804675,1.9054639909573295e+26
252,-0.03475792988313856,1.905385576801323e+26
253,-0.034657762938230384,1.8814692592193483e+26
254,-0.0345575959933222,1.8674331252941892e+26
255,-0.03445742904841402,1.9076595873255108e+26
256,-0.03435726210350584,1.8712754189385066e+26
257,-0.034257095158597664,1.8712754189385066e+26
258,-0.034156928213689486,1.88076353181529e+26
259,-0.0340567612687813,1.893937110024378e+26
260,-0.03395659432387312,1.855122102801173e+26
261,-0.03385642737896494,1.854024304617082e+26
262,-0.03375626043405676,1.8766859957029533e+26
263,-0.03365609348914858,1.8787247637591218e+26
264,-0.0335559265442404,1.856141486829257e+26
265,-0.033455759599332224,1.8392040291318587e+26
266,-0.03335559265442404,1.8768428240149663e+26
267,-0.033255425709515854,1.8495546977247133e+26
268,-0.033155258764607676,1.8446146058963054e+26
269,-0.0330550918196995,1.850182010972765e+26
270,-0.03295492487479132,1.8378709884797484e+26
271,-0.03285475792988314,1.8418701104360788e+26
272,-0.032754590984974956,1.8380278167917617e+26
273,-0.03265442404006678,1.84139962550004e+26
274,-0.03255425709515859,1.832930896651341e+26
275,-0.032454090150250414,1.819286833506214e+26
276,-0.032353923205342236,1.8248542385826737e+26
277,-0.03225375626043406,1.8506524959088038e+26
278,-0.03215358931552588,1.7985070821644983e+26
279,-0.032053422370617694,1.8231291271505314e+26
280,-0.031953255425709516,1.8174048937620585e+26
281,-0.03185308848080133,1.8188947627261817e+26
282,-0.03175292153589315,1.803055103212874e+26
283,-0.031652754590984974,1.7916066364359287e+26
284,-0.031552587646076796,1.811523832061573e+26
285,-0.03145242070116862,1.804231315552971e+26
286,-0.03135225375626043,1.8020357191847895e+26
287,-0.031252086811352255,1.799918536972615e+26
288,-0.031151919866444073,1.7988991529445306e+26
289,-0.03105175292153589,1.7720815115903164e+26
290,-0.030951585976627713,1.7952136876122264e+26
291,-0.03085141903171953,1.8026630324328415e+26
292,-0.030751252086811353,1.758123791821164e+26
293,-0.03065108514190317,1.7737282088664525e+26
294,-0.03055091819699499,1.794351131896155e+26
295,-0.03045075125208681,1.77333613808642e+26
296,-0.03035058430717863,1.769807501066129e+26
297,-0.03025041736227045,1.7620444996214876e+26
298,-0.03015025041736227,1.7616524288414553e+26
299,-0.030050083472454088,1.766200449889831e+26
300,-0.02994991652754591,1.7442444862080182e+26
301,-0.029849749582637728,1.7689449453500575e+26
302,-0.02974958263772955,1.7464400825761992e+26
303,-0.029649415692821368,1.7527916292127235e+26
304,-0.02954924874791319,1.7489493355684064e+26
305,-0.029449081803005008,1.74197047568383e+26
306,-0.029348914858096826,1.7263660586385416e+26
307,-0.029248747913188648,1.7458127693281475e+26
308,-0.029148580968280467,1.7557713671409698e+26
309,-0.02904841402337229,1.707389832884975e+26
310,-0.028948247078464107,1.7263660586385416e+26
311,-0.028848080133555925,1.7429898597119144e+26
312,-0.028747913188647743,1.71084005574926e+26
313,-0.028647746243739565,1.7211123101861078e+26
314,-0.028547579298831387,1.7229942499302633e+26
315,-0.0284474123539232,1.7238568056463347e+26
316,-0.028347245409015023,1.6943730829879004e+26
317,-0.028247078464106845,1.7088012876930916e+26
318,-0.028146911519198667,1.710683227437247e+26
319,-0.02804674457429048,1.680964262310793e+26
320,-0.027946577629382303,1.7171131882297778e+26
321,-0.027846410684474125,1.711859439777344e+26
322,-0.02774624373956594,1.6725739476181003e+26
323,-0.027646076794657762,1.6895898194715054e+26
324,-0.027545909849749584,1.69860744741225e+26
325,-0.027445742904841405,1.681748403870858e+26
326,-0.02734557595993322,1.659635611877032e+26
327,-0.027245409015025042,1.6989211040362757e+26
328,-0.027145242070116864,1.669045310597809e+26
329,-0.02704507512520868,1.6621448648692392e+26
330,-0.0269449081803005,1.684414485175078e+26
331,-0.026844741235392322,1.6691237247538155e+26
332,-0.026744574290484137,1.6445800939237888e+26
333,-0.02664440734557596,1.6641836329254076e+26
334,-0.02654424040066778,1.6728091900861197e+26
335,-0.026444073455759602,1.6354056376710315e+26
336,-0.026343906510851417,1.6503827414682682e+26
337,-0.02624373956594324,1.6648109461734593e+26
338,-0.02614357262103506,1.6212126754338594e+26
339,-0.026043405676126875,1.6431686391156725e+26
340,-0.025943238731218697,1.652813580304469e+26
341,-0.02584307178631052,1.628426777786455e+26
342,-0.025742904841402334,1.6214479179018788e+26
343,-0.025642737896494155,1.635170395203012e+26
344,-0.025542570951585977,1.6281131211624293e+26
345,-0.0254424040066778,1.6033342478643835e+26
346,-0.025342237061769614,1.6297598184385654e+26
347,-0.025242070116861436,1.608509582160811e+26
348,-0.025141903171953257,1.6107835926849986e+26
349,-0.025041736227045072,1.6212910895898662e+26
350,-0.024941569282136894,1.5974531861638977e+26
351,-0.024841402337228716,1.6028637629283447e+26
352,-0.024741235392320537,1.6061571574806166e+26
353,-0.024641068447412352,1.5961985596677942e+26
354,-0.024540901502504174,1.582084011586629e+26
355,-0.024440734557595996,1.5896901847192567e+26
356,-0.02434056761268781,1.5983157418799688e+26
357,-0.024240400667779632,1.574556252610007e+26
358,-0.024140233722871454,1.582005597430622e+26
359,-0.02404006677796327,1.5891412856272114e+26
360,-0.02393989983305509,1.558324522316667e+26
361,-0.023839732888146913,1.571890171305787e+26
362,-0.023739565943238734,1.5715765146817614e+26
363,-0.02363939899833055,1.5588734214087125e+26
364,-0.02353923205342237,1.571733342993774e+26
365,-0.023439065108514193,1.5447588733275469e+26
366,-0.023338898163606007,1.5613826744009193e+26
367,-0.02323873121869783,1.549071651907903e+26
368,-0.02313856427378965,1.54491570163956e+26
369,-0.023038397328881466,1.5330751640825823e+26
370,-0.022938230383973288,1.553698087112285e+26
371,-0.02283806343906511,1.5426416911153722e+26
372,-0.02273789649415693,1.5313500526504398e+26
373,-0.022637729549248746,1.517000262101255e+26
374,-0.022537562604340568,1.540602923059204e+26
375,-0.02243739565943239,1.5094725031246334e+26
376,-0.022337228714524204,1.5289976279702455e+26
377,-0.022237061769616026,1.51355003923697e+26
378,-0.022136894824707848,1.5111192004007693e+26
379,-0.022036727879799663,1.5084531190965493e+26
380,-0.021936560934891484,1.517313918725281e+26
381,-0.021836393989983306,1.4915940755551573e+26
382,-0.021736227045075128,1.5147262515770671e+26
383,-0.021636060100166943,1.4972398947876234e+26
384,-0.021535893155258765,1.481635477742335e+26
385,-0.021435726210350586,1.4917509038671702e+26
386,-0.0213355592654424,1.4893200650309695e+26
387,-0.021235392320534223,1.4730099205816229e+26
388,-0.021135225375626045,1.494495399327397e+26
389,-0.021035058430717866,1.471206394993474e+26
390,-0.02093489148580968,1.4610909688686388e+26
391,-0.020834724540901503,1.4850857006066199e+26
392,-0.020734557595993325,1.4450944810433179e+26
393,-0.02063439065108514,1.4749702744817847e+26
394,-0.02053422370617696,1.4604636556205869e+26
395,-0.020434056761268783,1.4331755293303338e+26
396,-0.020333889816360598,1.467442515505163e+26
397,-0.02023372287145242,1.455994048728218e+26
398,-0.02013355592654424,1.428392265813939e+26
399,-0.020033388981636063,1.4444671677952661e+26
400,-0.019933222036727878,1.4420363289590654e+26
401,-0.0198330550918197,1.4273728817858547e+26
402,-0.01973288814691152,1.4393702476548453e+26
403,-0.019632721202003336,1.403299735891867e+26
404,-0.019532554257095158,1.4407032883069555e+26
405,-0.01943238731218698,1.4171006273490065e+26
406,-0.019332220367278795,1.4102785957764431e+26
407,-0.019232053422370617,1.4144345460447864e+26
408,-0.01913188647746244,1.4086318985003072e+26
409,-0.01903171953255426,1.401339381991705e+26
410,-0.018931552587646075,1.4093376259043656e+26
411,-0.018831385642737897,1.394831007043168e+26
412,-0.01873121869782972,1.3838530252022613e+26
413,-0.018631051752921533,1.3994574422475497e+26
414,-0.018530884808013355,1.3748353972615169e+26
415,-0.018430717863105177,1.398830128999498e+26
416,-0.01833055091819699,1.3710715177732059e+26
417,-0.018230383973288813,1.3653472843847333e+26
418,-0.018130217028380635,1.3845587526063196e+26
419,-0.018030050083472457,1.347782513439283e+26
420,-0.017929883138564272,1.3659745976327852e+26
421,-0.017829716193656094,1.36809177984496e+26
422,-0.017729549248747915,1.3482529983753219e+26
423,-0.01762938230383973,1.3627596172365197e+26
424,-0.017529215358931552,1.3365692891303572e+26
425,-0.017429048414023374,1.3571137980040537e+26
426,-0.017328881469115195,1.3335111370461047e+26
427,-0.01722871452420701,1.3331974804220789e+26
428,-0.017128547579298832,1.3447243613550305e+26
429,-0.017028380634390654,1.3140644263564992e+26
430,-0.01692821368948247,1.338686471342532e+26
431,-0.01682804674457429,1.3172794067527644e+26
432,-0.016727879799666112,1.304811555947735e+26
433,-0.016627712854757927,1.318847689872894e+26
434,-0.01652754590984975,1.3060661824438387e+26
435,-0.01642737896494157,1.3121824866123437e+26
436,-0.016327212020033392,1.3121824866123437e+26
437,-0.016227045075125207,1.2824635214858899e+26
438,-0.01612687813021703,1.295715513850984e+26
439,-0.01602671118530885,1.298538423467217e+26
440,-0.015926544240400665,1.2728185802970934e+26
441,-0.015826377295492487,1.2916379777386474e+26
442,-0.01572621035058431,1.2731322369211194e+26
443,-0.015626043405676124,1.2822282790178705e+26
444,-0.015525876460767946,1.2594097596199863e+26
445,-0.015425709515859767,1.2595665879319994e+26
446,-0.015325542570951589,1.2764256314733913e+26
447,-0.015225375626043404,1.246785080502944e+26
448,-0.015125208681135226,1.2632520532643036e+26
449,-0.015025041736227047,1.2447463124467756e+26
450,-0.014924874791318862,1.239022079058303e+26
451,-0.014824707846410684,1.2537639403875202e+26
452,-0.014724540901502506,1.219183297588665e+26
453,-0.014624373956594328,1.2514115157073261e+26
454,-0.014524207011686142,1.221143651488827e+26
455,-0.014424040066777964,1.2183207418725938e+26
456,-0.014323873121869786,1.2230255912329823e+26
457,-0.0142237061769616,1.2088326289958104e+26
458,-0.014123539232053423,1.2179286710925614e+26
459,-0.014023372287145244,1.2002070718350983e+26
460,-0.01392320534223706,1.2157330747243801e+26
461,-0.013823038397328881,1.1865630086899716e+26
462,-0.013722871452420703,1.1958158790987356e+26
463,-0.013622704507512524,1.1896995749302306e+26
464,-0.01352253756260434,1.1832696141376996e+26
465,-0.013422370617696161,1.1876608068740623e+26
466,-0.013322203672787983,1.172762117232832e+26
467,-0.013222036727879798,1.1713506624247155e+26
468,-0.01312186978297162,1.1567656294075115e+26
469,-0.013021702838063441,1.1861709379099392e+26
470,-0.012921535893155256,1.1424158388583265e+26
471,-0.012821368948247078,1.1629603477320228e+26
472,-0.0127212020033389,1.151590295111084e+26
473,-0.012621035058430721,1.1391224443060546e+26
474,-0.012520868113522536,1.1493946987429026e+26
475,-0.012420701168614358,1.12743873506109e+26
476,-0.01232053422370618,1.1376325753419315e+26
477,-0.012220367278797994,1.1189700062123906e+26
478,-0.012120200333889816,1.1352017365057307e+26
479,-0.012020033388981638,1.104620215663206e+26
480,-0.01191986644407346,1.1239100980407984e+26
481,-0.011819699499165275,1.0953673452544418e+26
482,-0.011719532554257096,1.1271250784370639e+26
483,-0.011619365609348918,1.0832915652294446e+26
484,-0.011519198664440733,1.1050907005992447e+26
485,-0.011419031719532555,1.075058078848765e+26
486,-0.011318864774624376,1.1025814476070374e+26
487,-0.011218697829716191,1.0604730458315606e+26
488,-0.011118530884808013,1.0826642519813929e+26
489,-0.011018363939899835,1.0808607263932442e+26
490,-0.010918196994991657,1.0642369253198716e+26
491,-0.010818030050083471,1.0514554178908162e+26
492,-0.010717863105175293,1.0696475020843181e+26
493,-0.010617696160267115,1.0474562959344858e+26
494,-0.01051752921535893,1.0501223772387061e+26
495,-0.010417362270450752,1.0337338186333529e+26
496,-0.010317195325542573,1.0399285369578644e+26
497,-0.010217028380634388,1.0301267674570552e+26
498,-0.01011686143572621,1.0284016560249126e+26
499,-0.010016694490818032,1.0188351289921228e+26
500,-0.009916527545909853,1.0255003322526731e+26
501,-0.009816360601001668,1.005818379095048e+26
502,-0.00971619365609349,1.013424552227676e+26
503,-0.009616026711185312,9.899003054257336e+25
504,-0.009515859766277127,1.0060536215630674e+26
505,-0.009415692821368948,9.793143943648597e+25
506,-0.00931552587646077,9.974280644023552e+25
507,-0.009215358931552585,9.76883555528659e+25
508,-0.009115191986644407,9.75236858252523e+25
509,-0.009015025041736228,9.647293613476553e+25
510,-0.00891485809682805,9.71943463700251e+25
511,-0.008814691151919865,9.564958749669755e+25
512,-0.008714524207011687,9.524967530106453e+25
513,-0.008614357262103509,9.466156913101598e+25
514,-0.008514190317195323,9.442632666299654e+25
515,-0.008414023372287145,9.388526898655187e+25
516,-0.008313856427378967,9.262280107484764e+25
517,-0.008213689482470789,9.368923359653569e+25
518,-0.008113522537562604,9.083495831790002e+25
519,-0.008013355592654425,9.263848390604893e+25
520,-0.007913188647746247,9.051346027827348e+25
521,-0.007813021702838062,8.986262278341974e+25
522,-0.007712854757929884,9.093689672070844e+25
523,-0.0076126878130217054,8.819240126048183e+25
524,-0.00751252086811352,8.877266601492974e+25
525,-0.007412353923205342,8.797284162366371e+25
526,-0.007312186978297164,8.721222431040091e+25
527,-0.0072120200333889856,8.750235668762486e+25
528,-0.0071118530884808,8.569883109947594e+25
529,-0.007011686143572622,8.629477868512514e+25
530,-0.006911519198664444,8.458535008418402e+25
531,-0.006811352253756259,8.464808140898919e+25
532,-0.0067111853088480805,8.47343369805963e+25
533,-0.006611018363939902,8.18565374551587e+25
534,-0.006510851419031717,8.30641154576584e+25
535,-0.006410684474123539,8.247600928760984e+25
536,-0.006310517529215361,8.044508264704216e+25
537,-0.006210350584307182,8.050781397184733e+25
538,-0.006110183639398997,8.095477466108424e+25
539,-0.006010016694490819,7.864155705889324e+25
540,-0.005909849749582641,7.953547843736705e+25
541,-0.005809682804674456,7.80534508888447e+25
542,-0.005709515859766277,7.675961731473785e+25
543,-0.005609348914858099,7.657926475592296e+25
544,-0.005509181969949914,7.685371430194562e+25
545,-0.005409015025041736,7.427388856933261e+25
546,-0.0053088480801335575,7.501098163579348e+25
547,-0.005208681135225379,7.432877847853715e+25
548,-0.005108514190317194,7.262719129319665e+25
549,-0.005008347245409016,7.243115590318047e+25
550,-0.004908180300500838,7.242331448757982e+25
551,-0.004808013355592652,7.113732232907363e+25
552,-0.004707846410684474,7.029829085980435e+25
553,-0.004607679465776296,6.9247541169317605e+25
554,-0.004507512520868118,6.875353198647681e+25
555,-0.0044073455759599325,6.849476527165544e+25
556,-0.004307178631051754,6.7161724619545375e+25
557,-0.004207011686143576,6.600903652625021e+25
558,-0.004106844741235391,6.6071767851055386e+25
559,-0.004006677796327213,6.517784647258158e+25
560,-0.003906510851419034,6.4252559431705185e+25
561,-0.0038063439065108493,6.318612691001712e+25
562,-0.003706176961602671,6.238630251875109e+25
563,-0.0036060100166944928,6.150806397147857e+25
564,-0.0035058430717863145,6.0825860814222245e+25
565,-0.0034056761268781294,6.01907061505698e+25
566,-0.003305509181969951,5.904585947287527e+25
567,-0.003205342237061773,5.8379339146820246e+25
568,-0.0031051752921535877,5.765792891156068e+25
569,-0.0030050083472454095,5.641114383105773e+25
570,-0.0029048414023372313,5.531334564696709e+25
571,-0.002804674457429046,5.405087773526285e+25
572,-0.002704507512520868,5.340004024040911e+25
573,-0.0026043405676126896,5.2404180459126886e+25
574,-0.0025041736227045114,5.202779251029581e+25
575,-0.002404006677796326,5.0106645688137185e+25
576,-0.002303839732888148,4.925193138766661e+25
577,-0.0022036727879799697,4.814629178797532e+25
578,-0.0021035058430717846,4.719748050029698e+25
579,-0.0020033388981636063,4.635844903102771e+25
580,-0.001903171953255428,4.508813970372282e+25
581,-0.0018030050083472499,4.390408594802505e+25
582,-0.0017028380634390647,4.25396796335124e+25
583,-0.0016026711185308865,4.101060359138615e+25
584,-0.0015025041736227082,4.014804787531493e+25
585,-0.001402337228714523,3.8666020326792563e+25
586,-0.0013021702838063448,3.704284729745854e+25
587,-0.0012020033388981666,3.57803793857543e+25
588,-0.0011018363939899814,3.4259144759228693e+25
589,-0.0010016694490818032,3.2471302002281073e+25
590,-0.0009015025041736249,3.145191797419691e+25
591,-0.0008013355592654467,2.914654178760656e+25
